video_id,title,channel,channel_id,publish_date,video_age_days,title_length_words,title_sentiment,category_id,category_name,view_count,like_count,comment_count,like_view_ratio_percent,comment_view_ratio_percent,region,subscriber_count
u18fSq8TX5E,7 DAYS TO DIE ⚰️ 044: Benzin & Stahl in Eigenproduktion ⚰️ V2.0,Wautscher,UCfiqwQJ89LoQ0g6zJFS6Ruw,2025-07-30T15:01:41Z,0,13,-0.6841,20,Gaming,7079,724,21,10.227433253284362,0.296652069501342,DE,101000
FUDUgpcf9L8,VEN1 - GTALG,VEN1,UCEy0G2tLuWRtaXVKzrkg0Sg,2025-07-30T16:00:07Z,0,3,0.0,10,Music,70199,7684,679,10.946024872149177,0.9672502457299961,FR,325000
joV-8E4jZw0,AVATAR 3 : DE FEU ET DE CENDRES Bande Annonce VF (2025),FilmsActu,UC_i8X3p8oZNaik8X513Zn1Q,2025-07-28T15:20:25Z,2,12,0.0,1,Film & Animation,648212,19997,1502,3.0849475171703085,0.2317143156868432,FR,4810000
I9NSMnljFnc,"CLASSE MOYENNE Bande Annonce (2025) Laure Calamy, Ramzy Bedia",Allociné | Bandes Annonces,UC5i9ji_nljs6-mp0jz_hOHg,2025-07-29T10:15:01Z,2,9,0.0,1,Film & Animation,151155,284,22,0.1878866064635639,0.014554596275346499,FR,889000
7XSH2NQ2efI,Avatar : De Feu et de Cendres - Première bande-annonce (VF) | 20th Century Studios,20th Century Studios FR,UCmLpWGO9eyDugKPxLSYW3kQ,2025-07-28T15:17:42Z,2,15,0.0,1,Film & Animation,885227,2738,185,0.3092991967032185,0.02089859437183909,FR,359000
jYeMHMCyGRo,Feu! Chatterton - Mille vagues (vidéo officielle),FeuChatterton,UC0ixDRQmVUvsKr_aiMBoD8Q,2025-07-30T09:05:04Z,1,7,0.0,10,Music,27051,1611,138,5.955417544637906,0.5101474991682378,FR,78400
XtCkSD7aVSU,GOAT : Rêver Plus Haut Bande Annonce VF (2025) Stephen Curry,FilmsActu PLUS,UC5PH9Vn37PJiV3pcSQHv7Yg,2025-07-30T13:39:48Z,0,11,0.0,1,Film & Animation,21777,1094,87,5.023648803783808,0.3995040639206502,FR,20800
29IfUfIMQro,Une Pyjama party avec le Frontman sur Minecraft !,Anna,UCM0oIMTPOZC1BTU3sP-GsXw,2025-07-30T15:00:03Z,0,9,0.4574,20,Gaming,73234,2990,172,4.082803069612475,0.23486358795095172,FR,345000
04EfAtfECYI,Djadja & Dinaz - Tu sais [Clip Officiel],Djadja & Dinaz,UChAG8UcTzWs00oWAh0tMguw,2025-07-28T16:00:21Z,2,8,0.0,10,Music,808969,7913,307,0.9781586191807103,0.037949538239413376,FR,2600000
zeZ1qu_Pyc4,Mouh Milano - Qatari (Official Music Video),MOUH MILANO,UCZKR-Nt5Cwr4kRYhnFRObLQ,2025-07-30T17:01:19Z,0,7,0.0,10,Music,128315,7792,804,6.072555819662549,0.6265830183532712,FR,4240000
s-1uvgRK6Jk,ÇA VA FAIRE PSCHITT // Bande-annonce de SplashX,VALORANT - France,UCodldG-QQcFoGcV_Y-e3j5g,2025-07-29T14:01:30Z,1,8,0.0,20,Gaming,22357,538,39,2.40640515274858,0.17444200921411637,FR,42400
SnxW3W1ojxs,Devine le Fruit Gagne le Permanent ! (Blox Fruits),BeOnePourcent,UC7OOFBB8Q5pjlJ0OFZZNx7w,2025-07-30T16:00:50Z,0,9,0.0,20,Gaming,86538,3940,1241,4.552913171092468,1.4340520927222722,FR,408000
u5I_S8CHivc,BLADE sur MARVEL RIVALS  ► NEW DUELLISTE SAISON 3 : LE DIURNAMBULE est INCROYABLE (analyse),Iker Guide,UCfsYLxSjrwtBRgLCgoxCOfw,2025-07-30T16:59:00Z,0,15,0.5473,20,Gaming,2752,251,32,9.12063953488372,1.1627906976744187,FR,69300
v2NYRgcw3Rc,J'ai volé le Brainrot Réservé à l'ADMIN de Steal a Brainrot..,Shado Roblox,UCcxuqPErMtJbqpP6ObGc0kA,2025-07-30T16:05:02Z,0,11,-0.4939,20,Gaming,75691,2220,282,2.9329775006275516,0.37256741224187817,FR,274000
KeEyiXsLMAY,J'ai Débloqué LA MACHINE À VIES INFINIES Dans 99 Nuits Dans La Pire Forêt Roblox !,Furious Jumper,UCLMKLU-ZuDQIsbjMvR3bbog,2025-07-30T13:03:00Z,0,16,0.0,20,Gaming,90538,2130,132,2.352603326779916,0.14579513574410743,FR,9240000
oFY1s5tKuUw,AVATAR 3 : DE FEU ET DE CENDRES - le blockbuster de l'année ! (bande-annonce),Regelegorila,UCouHAi3jWpC8lAqsoeM_zOA,2025-07-28T20:45:05Z,2,15,0.636,24,Entertainment,46173,2548,206,5.5183765404024,0.44614818183787064,FR,268000
gWlp5ARZ0Sw,"MON AGRESSION, LA SUITE... (preuves et réponses...)",Punisher Rediff,UC-9ae_bHduAOsghqx6eHj8Q,2025-07-30T11:01:12Z,1,7,0.0,24,Entertainment,96631,8060,725,8.341008579027434,0.7502768262772816,FR,187000
ne0MQjaBPcg,RÉACTION au TRAILER de ZOOTOPIE 2 !,landri.,UCoUwu6fnB6xYt4f1rPwHHQw,2025-07-30T14:11:38Z,0,7,0.0,24,Entertainment,4686,398,30,8.493384549722578,0.6402048655569782,FR,128000
LDuGEUf2jp4,Bande-annonce Zombies Saison 5 | Call of Duty: Black Ops 6 Zombies,Call of Duty France,UChW2w0ss4g4el0h4Ki8mBoQ,2025-07-30T16:09:30Z,0,12,0.0,20,Gaming,1988,123,10,6.1871227364185115,0.5030181086519114,FR,41700
ymV2RKJMaZY,La nouvelle fournaise arrive dans Clash Royale !,Ouah Leouff,UCvcVcuOdDtu0UCV-YcfUgHA,2025-07-30T14:15:07Z,0,8,0.0,20,Gaming,59968,4085,378,6.8119663820704375,0.6303361792956244,FR,318000
j4aY0eyS4oE,Depeche Mode - Enjoy The Silence (Lyrics),Unique Sound,UCh1coBqMQvaFYYqJxSuZtKQ,2025-07-28T11:30:39Z,3,7,0.4939,10,Music,38237,263,4,0.687815466694563,0.010461071736799436,FR,2600000
7GptYk03Zgg,"Quel DUO fera la MEILLEURE SKYBASE sur FORTNITE ? (ft. ZetFar, Slyd, Semko, ...)",WaZz,UCfzXKxo0egNwE76Eb8pldTA,2025-07-30T16:00:20Z,0,14,0.0,20,Gaming,44522,3750,270,8.4228022101433,0.6064417591303175,FR,1620000
NQLHdpe4AGI,Je Laisse ChatGPT Choisir mon Inventaire Fortnite !,Jinskow,UCirDOxJcfBh9tXznXVCtYtg,2025-07-30T11:15:05Z,1,8,0.0,20,Gaming,88479,2487,169,2.810836469670769,0.191005775381729,FR,902000
Jui-Olc6ZVY,Train Sécurisé Minecraft de 10 SECONDES VS 10 HEURES !,Azpaz Tv,UCtgGt41P7WhoZxtEFPt-5pA,2025-07-30T15:18:21Z,0,10,0.0,20,Gaming,46991,1689,133,3.5943052925028196,0.28303292119767615,FR,702000
IrZ7GkWbUxk,Usher - DJ Got Us Fallin' In Love (Lyrics) ft. Pitbull,Aura Hype,UCHaspmMwQe-IFFYBdDvUHKA,2025-07-24T09:00:20Z,7,11,0.6369,10,Music,58641,200,1,0.3410583039170546,0.001705291519585273,FR,40100
5LLAWI3xEM4,SAMUEL ETIENNE CAMBOY (Mario Kart World),Best Of Antoine Daniel,UCBuee5JCBlI_VuKjxmqtyUA,2025-07-30T16:24:55Z,0,6,0.0,20,Gaming,51246,3759,70,7.335206650275143,0.13659602700698592,FR,387000
k_jheqC66F8,J’ai joué au JEU INTERDIT sur Steal a Brainrot Roblox !,Talcado Roblox,UC6T_o0jUVzMhHillc17VDkg,2025-07-30T15:01:25Z,0,11,-0.5411,20,Gaming,55138,1750,160,3.1738546918640504,0.29018100039899886,FR,58500
C5jYpJb_3ic,Où on va ?,JuL - Topic,UCYO-8CIkoBoUG2nOWz57Q9g,2025-07-30T08:31:48Z,1,4,0.0,10,Music,6751,263,8,3.8957191527181156,0.11850096282032291,FR,371000
BX2xH3EXqyc,Je découvre les nouvelles armes en RELOAD (c’est du LOURD !),Teeqzy,UCb8A85srkG5a0QUhB6ikVLg,2025-07-30T13:03:54Z,0,11,0.0,20,Gaming,55896,3191,210,5.708816373264634,0.37569772434521254,FR,1960000
ycitNVozeRg,🔴 *LIVE* QUALIFS DE LA DERNIERE CHANCE 🏆 | ANNONCE NOUVEAU JOUEUR SAMEDI à 16H !,HavoK,UCedPa0cnnGIt2TH1X07GBEA,2025-07-30T21:37:47Z,0,16,0.4633,20,Gaming,58527,3002,22,5.12925658243204,0.03758948861209356,FR,166000
AeVcf_8hYqA,Bekar - 2k17 (clip officiel),Bekar NFR,UCOvYc9SLXqnfOB-jEiYo_Xg,2025-07-29T17:01:15Z,1,5,0.0,10,Music,27163,2645,124,9.737510584250634,0.456503331738026,FR,91800
qVPAaZtJXpY,J’ai Utilisé ce BRAINROT pour PRANK mon AMI sur Minecraft ! ,Yoananas,UC72o6GP69zYpCAtijSKsPcQ,2025-07-30T16:17:02Z,0,11,0.0,20,Gaming,34558,1042,107,3.01522078824006,0.30962439956015975,FR,250000
ui7k9FLp1zQ,Adlene ft. Anas - 3arbi dz (Clip officiel),ICE PRODUCTION ,UCTGknl-ZcSQnaNy0qLbi7tQ,2025-07-30T17:01:19Z,0,8,0.0,10,Music,28083,2882,211,10.262436349392871,0.7513442296050992,FR,159000
HJxUpkYuHKU,T1 vs KT🔥FAKER EST MEILLEUR QUE BDD ? QUI EST LE GOAT!,Skyyart,UC8g5sJFyraYb4Xl_lRHW-Jg,2025-07-30T19:40:53Z,0,12,0.0,20,Gaming,24757,752,59,3.0375247404774406,0.2383164357555439,FR,1460000
ztgMjpR2R5c,ZETFAR me PRANK dans le NETHER sur MINECRAFT ! 😨 (j'ai rien compris...),WaZz TV,UCRM68C2-_yL08m9SLKLFQfQ,2025-07-30T08:01:08Z,1,13,-0.5411,20,Gaming,57918,6021,383,10.395731896819642,0.6612797403225249,FR,397000
nSRrs1JhaLU,Jok’os - DANTE (Clip Officiel),Jok'os,UCrA97EiDr_D8kGeCt3rCTRQ,2025-07-30T16:00:06Z,0,5,0.0,10,Music,4787,551,53,11.510340505535826,1.1071652391894715,FR,25500
O8I2T__g_Vc,NE MONTE JAMAIS DANS CETTE AMBULANCE (Pikabuu Antar),Casquey,UCnnUozIhtK9k_ubGIo8J3FQ,2025-07-30T14:00:40Z,0,8,0.0,20,Gaming,60556,2459,471,4.060704141620979,0.7777924565691261,FR,1250000
OXKpvY8PGr0,12 minutes pour découvrir la vérité sur ce meurtre,D4WS7N,UCBH1uYPD2FLmRd_hU_SHkyg,2025-07-30T13:38:02Z,0,9,0.0,20,Gaming,38685,3383,116,8.744991598810909,0.2998578260307613,FR,171000
CHF8Y_TMbhQ,JEY BROWNIE - LE PARI (Clip Officiel),Jey Brownie,UCIxFA6u11XOlIRMeDBO8N6A,2025-07-30T16:00:20Z,0,7,0.0,10,Music,7925,1003,55,12.656151419558359,0.694006309148265,FR,79000
MDD6EQXHdsk,JE RACHÈTE LE PSG EN 2008 SUR FC25 !!,AF5,UCDCM2fWU5uTclFCYIrinzkw,2025-07-30T15:00:44Z,0,9,0.0,20,Gaming,57562,2097,139,3.6430283867829467,0.24147875334422012,FR,822000
1aq1QI9oi78,On lance l'assaut sur l'îles des Galapagos ! ,JL Tomy - Live,UCT3o-cyCo7avTbSkZguvJWw,2025-07-30T15:00:05Z,0,8,0.0,20,Gaming,14472,866,64,5.983969043670536,0.44223327805417356,FR,265000
4F1VOrn2f_0,Mourad Moussa : Hdith Qyes (Clip Officiel 2025) مراد موسى - حديث قياس,Bluesound Diffusion,UCiGeyRmUxNVWVV5_EqYc67w,2025-07-30T16:56:01Z,0,13,0.0,10,Music,103944,14081,5439,13.546717463249442,5.2326252597552525,FR,1530000
S452dzHFsFA,Nous avons débloqué la MACHINE À VIES INFINIES en 99 nuits dans la Forêt !,Shado V2,UCU7F-LN8Y2dcoQp1kwBlIzg,2025-07-30T15:20:01Z,0,15,0.0,20,Gaming,65973,1091,52,1.6537068194564444,0.07882012338380853,FR,106000
ObmJvEf1wwM,VCT STAGE 2 - MATCH 3 - VS BBL,Gentle Mates Replay,UCg0LWjikZZ8Xi3sGTDZK-XA,2025-07-30T22:10:31Z,0,9,0.0,24,Entertainment,9283,443,116,4.772164171065389,1.2495960357643003,FR,98400
_jcJIRI1vLw,KEEN'V - EXPLIQUE MOI ( clip officiel ),Keen'v,UCwy4hIknwz9GUNqISRwl8IQ,2025-07-28T19:00:35Z,2,8,0.0,10,Music,63840,4198,325,6.575814536340852,0.5090852130325815,FR,1410000
zYg_P3h6NaI,J'ai Mis Des Youtubeurs Connus En Prison,Bilel Gaming,UCrqTshHeenDNPrKnbctu4-A,2025-07-30T11:01:44Z,1,7,-0.5106,20,Gaming,118679,2174,92,1.831832084867584,0.07752003303027494,FR,115000
BLnxw_JXjwk,J’ai eu une carte pas encore sortie ! (découverte de la collection Lugia & Ho-oh sur Pokémon Pocket),Valouzz 2.0,UCM4vjbHttZB1HH9bF_Ln3cA,2025-07-30T18:00:18Z,0,18,0.0,20,Gaming,34116,4574,127,13.407198968226053,0.3722593504514011,FR,1240000
xafXAqSVVmQ,Alicia Keys - Girl on Fire (Lyrics),Gseven Records,UC4CNA-IWaoPkPAXmovSJbCQ,2025-07-26T12:30:06Z,4,7,-0.34,10,Music,170538,904,17,0.5300871360048787,0.009968452778852806,FR,1080000
DsxsZCT1syw,"RÉCOMPENSES GRATUITES, R30 R35 PLEINS d'INFORMATION sur le LORE, le FUTUR de BRAWL STARS..",Periado ,UCvVefNs55PdT3wclXGXZVWw,2025-07-30T18:02:42Z,0,14,0.0,26,Howto & Style,41286,3499,431,8.475027854478515,1.0439374121978393,FR,455000
wXPeQScXRA0,"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer (Sub. Español + Lyrics)",LyricHype,UCkv7SZPuRT6BZu06HFz9cKw,2025-07-23T17:47:05Z,7,13,0.0,22,People & Blogs,194517,533,9,0.2740120400787592,0.004626844954425577,FR,12600
KrXo7VLNcgY,L'événement KRAKEN de Fortnite est Bientôt LÀ !,Nanass 2.0,UC3FLNDzxVDGDGM85sMveJqg,2025-07-30T16:34:13Z,0,8,0.0,20,Gaming,46020,3089,304,6.7122990004345935,0.6605823554976098,FR,1480000
PN9IpXwHLPE,J'ai ENCORE rejoint des SERVEURS Aléatoires jusqu'à ce qu'on me BAN..,Ninjaxx,UCDB1PaqiausfXbVI2Jjk0iQ,2025-07-29T16:00:50Z,1,11,-0.6523,20,Gaming,157306,9558,457,6.076055585928064,0.29051657279442616,FR,1760000
7Uov28jAOjA,Britney Spears - …Baby One More Time (Sub. Español + Lyrics),sweetblue.,UCZdj1MDpyXBPI6nUs_2MZhw,2025-07-25T20:00:07Z,5,11,0.0,10,Music,82466,672,21,0.8148812844081197,0.02546504013775374,FR,1460000
M9dMqMG-ILo,"ILS ONT PETÉ PLOMB, IL ONE SHOT TOUT ?! [Xatu / Typhlosion] - Deck Pokemon Pocket",Les Tutos de Lead,UCut7qYa94hHbBow2HUB5SqQ,2025-07-30T12:00:47Z,0,16,-0.3664,20,Gaming,19714,622,112,3.1551181901186975,0.5681241757126915,FR,24400
m6pCbWK2GKE,Sucker,Jonas Brothers - Topic,UC150BpcojVsQJTYogTkKTZQ,2025-07-24T11:16:57Z,7,1,-0.5267,10,Music,340618,2746,11,0.806181705018525,0.0032294241643131016,FR,31000
5NevH3MjwwA,TENSION FOLLE: MVL joue sa SURVIE en 1/8e de la COUPE DU MONDE Esport,Echecs - Blitzstream,UCcXH6W9ey_h8LEx2lFxp5fg,2025-07-30T21:39:12Z,0,14,-0.4648,20,Gaming,17714,972,71,5.48718527718189,0.40081291633736027,FR,286000
KPiKGNe7mwc,"J'ai une Boite PIQUANTE, mais elle est TROP RAPIDE pour être Contrôlé",REDKILL,UCAo9RLXZvUiyRllJ-1Ekefg,2025-07-31T06:45:02Z,0,12,0.0,20,Gaming,13809,377,32,2.7301035556521107,0.2317329278007097,FR,2340000
W33jLp-m0-Q,Keeqaid ft JRK 19 - Tunnel (visualizer),KEEQAID,UC1AEHw_zJrV5iBKgVPJOJMA,2025-07-28T15:59:21Z,2,7,0.0,10,Music,48927,3931,131,8.034418623663827,0.26774582541337094,FR,27400
1NKNYeKsDh4,Valentina,Tovaritch - Topic,UCUSHCb9VJvoecOJ-DPD73ZQ,2025-07-28T10:00:07Z,3,1,0.0,10,Music,23888,1470,108,6.153717347622237,0.4521098459477562,FR,2250
r4dVTJd8VQw,"ATTENTION, NE CLAQUE PAS TES DS POUR ÇA ! On parle des POINTS D'INVOCATIONS ! DOKKAN BATTLE",Froggy,UCMTQjhp_MMNH3lgOfIex7DQ,2025-07-31T07:36:05Z,0,17,-0.6016,20,Gaming,7955,809,53,10.169704588309239,0.666247642991829,FR,60800
1Zidafhgjeo,Calvin Harris - Feel So Close (Lyrics),House Muse,UCpmRplN3GzgoIj_skhHKX7A,2025-07-24T15:00:06Z,6,7,0.0,22,People & Blogs,40123,121,1,0.3015726640580216,0.0024923360665952197,FR,2740
EjVh2g5g3yo,J'ai une monture ! (Grounded 2 #3),Dr_Horse,UCo_Nm4TBp1rF0DRsWr377Ww,2025-07-30T14:00:21Z,0,7,0.0,20,Gaming,14391,797,72,5.538183586964075,0.5003126954346466,FR,822000
ShuJKjnD96I,Je me suis fait passer pour La COPINE de Yoananas sur Roblox Broookhaven !,Talcado Brookhaven,UCrj6oDCr-k7L24faI2alJRQ,2025-07-30T16:08:04Z,0,14,0.0,20,Gaming,24095,761,39,3.158331604067234,0.16185930691014735,FR,373000
t3v6BeV6Fjk,"KRYS, KNY Factory - Brigitte",KRYSmusics,UC22zmYduNBeMphFVzUxgiuQ,2025-07-30T18:01:00Z,0,5,0.0,10,Music,5172,317,17,6.1291569992266055,0.32869296210363497,FR,65600
U98oE-Ed15Q,"Je voulais juste m'évader, mais j’ai mal lu la boussole (Prison Escape Simulator)",COOPA,UChKMCBvDxx7lzlMKF1-xQkw,2025-07-30T11:55:50Z,0,13,-0.3818,20,Gaming,29480,2071,45,7.025101763907735,0.15264586160108548,FR,768000
9OE_XCBUjOY,Diddi Trix - À L'affût : épisode 4,Diddi Trix,UCL9eygIrKnDVZjOQ5an46ng,2025-07-30T20:02:43Z,0,8,0.0,10,Music,3512,539,40,15.34738041002278,1.1389521640091116,FR,274000
NC5EIEwWflY,GUERRE NUCLÉAIRE ENTRE DEUX PAYS !! ☢️ - Garry's Mod,Garry's School,UC3bFkAA_Ck3yB1U4dAIyFrg,2025-07-30T15:15:03Z,0,10,0.0,20,Gaming,21103,2758,176,13.069231862768326,0.8340046438894944,FR,1070000
6a0RfVzcVhg,"Evanescence ""My Immortal"" (Acoustic Cover)",Nate Vickers,UCsUr4EPxn-2M5SQnC0GrOeA,2025-07-25T16:00:10Z,5,5,0.25,10,Music,344086,13361,682,3.883040867690054,0.1982062623878914,FR,170000
IXQtxu_K5WU,"IL EST MES YEUX, JE SUIS SES MAINS ft.DENZ",Anyme TV,UCGfI2yGzrs45oQjL8FnOhjg,2025-07-29T16:00:36Z,1,9,0.0,24,Entertainment,136570,7657,235,5.606648605110933,0.17207292963315515,FR,1160000
njUSlCEpv5w,Shakira ft. Maluma - Chantaje [video lyrics + letra],Stream Lyrics,UCWAlw2fr0YPfeLGyAGs3nuQ,2025-07-23T00:30:06Z,8,9,0.0,10,Music,147861,456,2,0.30839775194270297,0.0013526217190469427,FR,846000
Br3hIw1_GYs,QUI FERA le PLUS BEAU CHÂTEAU MINECRAFT en 1h ! ⛏,ZetFarTV,UCPt41nVZoMm0A3_YFy4l3BQ,2025-07-30T09:00:28Z,1,11,0.0,20,Gaming,35867,3136,316,8.743413165305155,0.8810327041570245,FR,433000
xNfjK2xYbyM,ChatGPT Choisi le Meilleur de Chaque Lettre !,Footmaker,UC73ZvZ_AwaXfceMwkE1ATpQ,2025-07-30T12:01:45Z,0,8,0.0,20,Gaming,38343,1471,110,3.8364238583313774,0.28688417703361757,FR,123000
RnUn9TuLLXg,Mariam Ba Lagaré - Mon Choix feat. Wally Seck (Clip Officiel),Mariam BA LAGARÉ,UC62lVsmbHVWDQpRjNLwVS_g,2025-07-26T16:30:07Z,4,11,0.0,10,Music,2521337,76472,38940,3.03299400278503,1.5444186953191896,FR,331000
mWes6cQLceU,INEFFA EST INCOMPLÈTE... Mais Déjà Terrifiante ! Showcase C0 & Invocations (Avis Flins) – Genshin,Nokapt,UCU2z52L3UbrbSC6tWscV1GA,2025-07-30T09:53:10Z,1,15,0.0,20,Gaming,27028,1505,148,5.568299541216517,0.547580287109664,FR,153000
bFGeo8Wxi3g,un Amour interdit entre VIP et Joueuse du Squid Game sur Minecraft !,Shado,UCATd4qckBEMT-5rG02X36CA,2025-07-30T15:15:04Z,0,13,0.6514,20,Gaming,46504,1189,115,2.5567693101668674,0.24729055565112676,FR,416000
nv50NbMFS84,CE ROGUELIKE VA VOUS RENDRE ACCRO | He Is Coming,mistermv,UCus9EeXDcLaCJhVXYd6PJcg,2025-07-30T15:01:23Z,0,10,0.0,20,Gaming,28523,554,33,1.9422921852540056,0.11569610489780179,FR,468000
Mosn64hbfmo,JE VEUX LA PLUS GROSSE PLANTE DE GROW A GARDEN !😂🔥,MomoBlox,UCz8Gh9gKLWhlxR5OPqtukOg,2025-07-30T22:12:33Z,0,11,0.2003,20,Gaming,99250,1119,22,1.1274559193954659,0.02216624685138539,FR,29000
TyquWDfjx9Y,J'ai testé les COPIES des jeux ROBLOX sur Fortnite ! (catastrophique),COLINZUKA,UCRArzcM4SRrTFmJ4xRJuS3A,2025-07-30T09:23:24Z,1,11,0.0,24,Entertainment,50798,1686,178,3.31902830820111,0.35040749635812435,FR,446000
AiyQrT6XcBE,On a Speedrun 99 Nuits dans une Fôret avec Stundzow et Clinko...,Litsu,UCfn_2UOehMdGzmr1KczYPNg,2025-07-29T14:06:07Z,1,12,0.0,20,Gaming,173699,3894,253,2.241809106557896,0.14565426398540005,FR,267000
YWL0YwtwAN0,J’ai FINI FC 25 ! ,RocKyy,UC0ruY6euuozLYDCQRuXlcAQ,2025-07-30T15:10:27Z,0,5,0.0,20,Gaming,29240,1139,35,3.8953488372093026,0.11969904240766074,FR,375000
3kY8LbPRyG8,DUEL PACK OPENING ANGE CONTRE MON PETIT FRÈRE !! (j'ai un peu triché) 🤫,STBANCAL,UC_6aBWNsiuBooMWiTQ3WoRw,2025-07-30T08:26:37Z,1,14,0.0,20,Gaming,51284,2076,289,4.048046174245378,0.5635285859137352,FR,750000
UTaZ7ozSMww,11 minutos tarde,GOTAGA,UCCFqUJYKT97UerMmb6DM0bw,2025-07-29T16:26:11Z,1,3,0.0,20,Gaming,143895,13209,124,9.1796101323882,0.0861739462802738,FR,4370000
ErfFtmtcr44,"Je teste TOUTES les ARMES ""MAX DÉGÂTS"" sur Warzone (c'est abusé...)",Proze Live,UCoq_quBChFaV5znD5sw8urQ,2025-07-30T18:00:15Z,0,11,0.0,20,Gaming,22834,996,96,4.361916440395901,0.42042568100201455,FR,246000
GkxGuuMrdxA,[VOD 2] C'est qui le boss ??! Campagne avec Archaon,M4f replay,UC7kz_nFdemzMzFvjTxRUcsQ,2025-07-30T15:25:29Z,0,10,0.0,20,Gaming,9159,446,5,4.86952724096517,0.05459111256687411,FR,86600
1CETUXeZtFg,BASE SÉCURISÉE vs CERF 99 NUITS DANS LA FORÊT ÉVOLUTION !!,Diabolo Gmod,UCdceO7bybQogH7fHMm5T4Lw,2025-07-30T15:15:01Z,0,11,0.0,20,Gaming,28880,387,11,1.3400277008310248,0.03808864265927978,FR,20300
aKwruTnpwxE,WOW WOW WOW ! TEST SHINRON TEC/PUI/INT ZTUR/SZTUR/ZLR & SUPER BABY 2 INT ZTUR 100% LIENS 10 !,John Joodan,UCifFQ9zs_bu7PvDEBxaQ5wA,2025-07-30T16:00:01Z,0,18,0.9675,20,Gaming,16974,900,76,5.302226935312832,0.4477436078708613,FR,94600
1LkwYKSWEik,NINTENDO SWITCH 2 : NINTENDO ECOUTE ENFIN LES JOUEURS !! 😱 & MISE A JOUR OFFICIELLE pour MARIO KART ,Edouard_EMB,UCrUjXTkEw9sJUHcip8duOzw,2025-07-31T04:30:03Z,0,19,-0.7494,20,Gaming,9976,825,43,8.269847634322373,0.43103448275862066,FR,346000
ZSh1ix0ZBtc,XIN HYBRIDE C'EST COMPLETEMENT BROKEN ?,Alderiate VOD,UCYdVtj3k8ZlVBpr2A59mgCA,2025-07-30T18:00:39Z,0,6,-0.5904,20,Gaming,10511,425,15,4.043383122443155,0.14270763961564076,FR,179000
1j3Ws3NV2tk,Je DEVINE vos TROPHÉES sur BRAWL STARS ! #2 (c’est impossible 😭),Freezie,UCyhtGUi1ZW3Yude4OsSH8pw,2025-07-30T17:19:57Z,0,12,-0.5255,20,Gaming,20094,934,148,4.648153677714741,0.7365382701303872,FR,608000
a9ERPX4jKP4,J’ATTEINS le UNREAL dans TOUS LES MODES RANKED à la MANETTE sur FORTNITE ! 😲,ZetFar,UCNMJiOohMtdGClWdc4LScBg,2025-07-30T11:00:00Z,1,15,0.4389,20,Gaming,33284,2625,139,7.8866722749669504,0.41761807475063095,FR,1960000
0KHj8baFOuI,Apex : J'ai Joué à la Saison 26 en Avance (Tout va Changer),Wisethug,UCVynCj7L-ANcNLnh9QX4seQ,2025-07-30T15:00:03Z,0,13,-0.128,20,Gaming,20043,1082,132,5.398393454073742,0.6585840443047447,FR,514000
zmf6h0imSHo,Les Français Sur le toit de L'EUROPE 😍 Un Cheater BAN EN LIVE ! 🤣,Dentoz - Fortnite Best of,UCrqTM3J05VJNinhq-ysl31Q,2025-07-30T15:59:36Z,0,15,-0.4451,20,Gaming,21043,1563,50,7.4276481490281805,0.23760870598298722,FR,206000
MhzuZblYRjs,Le NOUVEAU CERF 99 NUITS DEVANT MA MAISON !,SouKa,UCWnWQ3IzUTzDKalDsaMoA_A,2025-07-29T16:10:00Z,1,9,0.0,20,Gaming,81917,1015,53,1.239059047572543,0.0646996349963988,FR,1300000
937tYiXXozU,Je suis Devenu Gardien d'une BOITE DE NUIT... (VR),Yoananas & Cie,UCxLYtnFK7OLV6XK3eC-xAlw,2025-07-30T15:19:42Z,0,9,0.0,20,Gaming,19589,493,51,2.5167185665424476,0.2603501965388738,FR,191000
rBYWrI_cJvA,Le BUFF de la M13 est INCROYABLE sur Call of Duty : WARZONE !,SkyrrozLive,UC9z2GEML8BiTbIOGtF0bZ7A,2025-07-30T10:01:31Z,1,14,0.0,20,Gaming,23039,968,38,4.201571248752116,0.16493771431051696,FR,130000
XZEZ77Ax48E,【ANIMAL CROSSING】 he's here. 【NIJISANJI EN | Kaelix Debonair】,Kaelix Debonair【NIJISANJI EN】,UCEFOogmvTTcCaO8Qe0I8-tg,2025-07-31T03:21:24Z,0,9,0.0,20,Gaming,25974,1575,11,6.063756063756063,0.042350042350042354,FR,179000
u7tOVmZ_B5M,ROCKET VOLTIC 100% DÉFIS SKATE,LaSalle,UCyMy3i-BaVOmOwTZskm52Ew,2025-07-30T05:00:52Z,1,5,0.0,20,Gaming,25999,1394,60,5.361744682487788,0.23077810685026345,FR,3820000
SBf9t3AEY1s,ELLE 1V3 TOUTES MES GAMES ?! SHOWCASE KEFLA 4⭐ ART BOOST 99 [DB LEGENDS],Blastz,UCjIXH24_Jv7USMjA-2EaV-A,2025-07-30T08:30:45Z,1,14,0.5754,20,Gaming,14669,858,37,5.849069466221283,0.25223259935919284,FR,64700
sMa8a9qIH4Y,J'ai utilisé Le Nouveau LAVA PISTOLET pour Voler mes Amis sur Steal a Brainrot Roblox !,Talcado Plays,UCMFsD2ttjrfAxizfBFswdag,2025-07-30T15:01:37Z,0,16,-0.5411,20,Gaming,22665,502,50,2.214868740348555,0.22060445621001545,FR,220000
